model,gamma,C,kernel,score
svm_classifier,0.03359818286283781,0.08858667904100823,poly,0.5263157894736842
svm_classifier,0.0026366508987303583,0.37926901907322497,poly,0.5263157894736842
svm_classifier,0.03359818286283781,0.12742749857031335,poly,0.5263157894736842
svm_classifier,0.0026366508987303583,0.12742749857031335,poly,0.5263157894736842
svm_classifier,0.03359818286283781,0.26366508987303583,poly,0.5263157894736842
svm_classifier,0.023357214690901212,0.7847599703514611,linear,0.5263157894736842
svm_classifier,0.023357214690901212,0.5455594781168517,poly,0.5263157894736842
svm_classifier,0.0026366508987303583,10.0,rbf,0.5263157894736842
svm_classifier,0.023357214690901212,0.37926901907322497,poly,0.5263157894736842
svm_classifier,0.00379269019073225,4.832930238571752,rbf,0.5263157894736842
svm_classifier,0.01623776739188721,0.5455594781168517,rbf,0.5263157894736842
svm_classifier,0.01623776739188721,0.7847599703514611,linear,0.5263157894736842
svm_classifier,0.01623776739188721,0.7847599703514611,poly,0.5263157894736842
svm_classifier,0.01623776739188721,0.7847599703514611,rbf,0.5263157894736842
svm_classifier,0.01623776739188721,1.1288378916846884,poly,0.5263157894736842
svm_classifier,0.01623776739188721,1.1288378916846884,rbf,0.5263157894736842
svm_classifier,0.01623776739188721,1.623776739188721,poly,0.5263157894736842
svm_classifier,0.01623776739188721,1.623776739188721,rbf,0.5263157894736842
svm_classifier,0.00379269019073225,3.359818286283781,rbf,0.5263157894736842
svm_classifier,0.01623776739188721,2.3357214690901213,poly,0.5263157894736842
svm_classifier,0.00379269019073225,2.3357214690901213,rbf,0.5263157894736842
svm_classifier,0.01623776739188721,3.359818286283781,poly,0.5263157894736842
svm_classifier,0.00379269019073225,1.623776739188721,rbf,0.5263157894736842
svm_classifier,0.00379269019073225,1.1288378916846884,rbf,0.5263157894736842
svm_classifier,0.01623776739188721,10.0,poly,0.5263157894736842
svm_classifier,0.00379269019073225,0.7847599703514611,rbf,0.5263157894736842
svm_classifier,0.00379269019073225,0.7847599703514611,linear,0.5263157894736842
svm_classifier,0.023357214690901212,0.04281332398719394,poly,0.5263157894736842
svm_classifier,0.00379269019073225,0.5455594781168517,poly,0.5263157894736842
svm_classifier,0.023357214690901212,0.06158482110660264,poly,0.5263157894736842
svm_classifier,0.023357214690901212,0.08858667904100823,poly,0.5263157894736842
svm_classifier,0.00379269019073225,0.26366508987303583,poly,0.5263157894736842
svm_classifier,0.023357214690901212,0.12742749857031335,poly,0.5263157894736842
svm_classifier,0.00379269019073225,0.18329807108324356,poly,0.5263157894736842
svm_classifier,0.00379269019073225,0.12742749857031335,poly,0.5263157894736842
svm_classifier,0.023357214690901212,0.26366508987303583,poly,0.5263157894736842
svm_classifier,0.0001,0.12742749857031335,rbf,0.5263157894736842
