season,round,circuit_id,warm,cold,dry,wet,cloudy,driver,nationality,constructor,grid,podium,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualy_time,driver_age,q_delta
2021,8,red_bull_ring,False,False,False,False,False,mazepin,Russian,haas,20,18,0,0,19,0,0,10,66.19200000000001,22,2.351000000000006
2021,9,red_bull_ring,False,False,False,False,True,max_verstappen,Dutch,red_bull,1,1,182,5,1,286,6,1,63.72,23,0.0
2021,9,red_bull_ring,False,False,False,False,True,norris,British,mclaren,2,3,101,0,4,141,0,3,63.768,21,0.04800000000000182
2021,9,red_bull_ring,False,False,False,False,True,perez,Mexican,red_bull,3,6,104,1,3,286,6,1,63.99,31,0.2700000000000031
2021,9,red_bull_ring,False,False,False,False,True,hamilton,British,mercedes,4,4,150,3,2,242,3,2,64.014,36,0.29399999999999693
2021,9,red_bull_ring,False,False,False,False,True,bottas,Finnish,mercedes,5,2,92,0,5,242,3,2,64.049,31,0.32900000000000773
2021,9,red_bull_ring,False,False,False,False,True,gasly,French,alphatauri,6,9,39,0,9,48,0,5,64.107,25,0.38700000000000045
2021,9,red_bull_ring,False,False,False,False,True,tsunoda,Japanese,alphatauri,7,12,9,0,14,48,0,5,64.273,21,0.5529999999999973
2021,9,red_bull_ring,False,False,False,False,True,russell,British,williams,8,11,0,0,17,0,0,9,64.591,23,0.8709999999999951
2021,9,red_bull_ring,False,False,False,False,True,stroll,Canadian,aston_martin,9,13,14,0,12,44,0,6,64.618,22,0.8979999999999961
2021,9,red_bull_ring,False,False,False,False,True,sainz,Spanish,ferrari,10,5,60,0,7,122,0,4,64.559,26,0.8389999999999986
2021,9,red_bull_ring,False,False,False,False,True,vettel,German,aston_martin,11,17,30,0,10,44,0,6,64.57,34,0.8499999999999943
2021,9,red_bull_ring,False,False,False,False,True,leclerc,Monegasque,ferrari,12,8,62,0,6,122,0,4,64.6,23,0.8799999999999955
2021,9,red_bull_ring,False,False,False,False,True,ricciardo,Australian,mclaren,13,7,40,0,8,141,0,3,64.719,32,0.9989999999999952
2021,9,red_bull_ring,False,False,False,False,True,alonso,Spanish,alpine,14,10,20,0,11,32,0,7,64.856,39,1.1359999999999957
2021,9,red_bull_ring,False,False,False,False,True,giovinazzi,Italian,alfa,15,14,1,0,16,2,0,8,65.083,27,1.3629999999999995
2021,9,red_bull_ring,False,False,False,False,True,raikkonen,Finnish,alfa,16,15,1,0,15,2,0,8,65.009,41,1.2890000000000015
2021,9,red_bull_ring,False,False,False,False,True,ocon,French,alpine,17,20,12,0,13,32,0,7,65.051,24,1.331000000000003
2021,9,red_bull_ring,False,False,False,False,True,latifi,Canadian,williams,18,16,0,0,20,0,0,9,65.195,26,1.4749999999999943
2021,9,red_bull_ring,False,False,False,False,True,mick_schumacher,German,haas,19,18,0,0,18,0,0,10,65.42699999999999,22,1.7069999999999936
2021,9,red_bull_ring,False,False,False,False,True,mazepin,Russian,haas,20,19,0,0,19,0,0,10,65.951,22,2.2309999999999945
2021,11,hungaroring,False,False,False,True,False,hamilton,British,mercedes,1,2,195,4,1,303,4,1,75.419,36,0.0
2021,11,hungaroring,False,False,False,True,False,bottas,Finnish,mercedes,2,16,108,0,4,303,4,1,75.734,31,0.3149999999999977
2021,11,hungaroring,False,False,False,True,False,max_verstappen,Dutch,red_bull,3,9,187,5,2,291,6,2,75.84,23,0.4210000000000065
2021,11,hungaroring,False,False,False,True,False,perez,Mexican,red_bull,4,17,104,1,5,291,6,2,76.42099999999999,31,1.0019999999999953
2021,11,hungaroring,False,False,False,True,False,gasly,French,alphatauri,5,5,50,0,8,68,0,6,76.483,25,1.0640000000000072
2021,11,hungaroring,False,False,False,True,False,norris,British,mclaren,6,15,113,0,3,163,0,4,76.489,21,1.0700000000000074
2021,11,hungaroring,False,False,False,True,False,leclerc,Monegasque,ferrari,7,18,80,0,7,163,0,3,76.496,23,1.0769999999999982
2021,11,hungaroring,False,False,False,True,False,ocon,French,alpine,8,1,39,1,10,77,1,5,76.65299999999999,24,1.2339999999999947
2021,11,hungaroring,False,False,False,True,False,alonso,Spanish,alpine,9,4,38,0,11,77,1,5,76.715,40,1.2960000000000065
2021,11,hungaroring,False,False,False,True,False,vettel,German,aston_martin,10,20,30,0,12,48,0,7,76.75,34,1.331000000000003
2021,11,hungaroring,False,False,False,True,False,ricciardo,Australian,mclaren,11,11,50,0,9,163,0,4,76.871,32,1.4519999999999982
2021,11,hungaroring,False,False,False,True,False,stroll,Canadian,aston_martin,12,19,18,0,14,48,0,7,76.893,22,1.4740000000000038
2021,11,hungaroring,False,False,False,True,False,raikkonen,Finnish,alfa,13,10,2,0,17,3,0,9,77.564,41,2.144999999999996
2021,11,hungaroring,False,False,False,True,False,tsunoda,Japanese,alphatauri,16,6,18,0,13,68,0,6,77.919,21,2.5
2021,11,hungaroring,False,False,False,True,False,russell,British,williams,17,8,4,0,16,10,0,8,77.944,23,2.5250000000000057
2021,11,hungaroring,False,False,False,True,False,latifi,Canadian,williams,18,7,6,0,15,10,0,8,78.036,26,2.6170000000000044
2021,11,hungaroring,False,False,False,True,False,mazepin,Russian,haas,19,14,0,0,20,0,0,10,78.922,22,3.503
2021,12,spa,False,False,False,True,False,max_verstappen,Dutch,red_bull,1,1,199,6,2,303,7,2,119.765,23,0.0
2021,12,spa,False,False,False,True,False,russell,British,williams,2,2,13,0,15,20,0,8,120.086,23,0.32099999999999795
2021,12,spa,False,False,False,True,False,hamilton,British,mercedes,3,3,202,4,1,310,4,1,120.099,36,0.3340000000000032
2021,12,spa,False,False,False,True,False,ricciardo,Australian,mclaren,4,4,56,0,8,169,0,3,120.864,32,1.0990000000000038
2021,12,spa,False,False,False,True,False,vettel,German,aston_martin,5,5,35,0,12,53,0,7,120.935,34,1.1700000000000017
2021,12,spa,False,False,False,True,False,gasly,French,alphatauri,6,6,54,0,9,72,0,6,121.164,25,1.399000000000001
2021,12,spa,False,False,False,True,False,ocon,French,alpine,8,7,42,1,10,80,1,5,123.513,24,3.7480000000000047
2021,12,spa,False,False,False,True,False,leclerc,Monegasque,ferrari,9,8,82,0,7,165,0,4,117.721,23,-2.043999999999997
2021,12,spa,False,False,False,True,False,latifi,Canadian,williams,10,9,7,0,16,20,0,8,118.056,26,-1.7090000000000032
2021,12,spa,False,False,False,True,False,sainz,Spanish,ferrari,11,10,83,0,6,165,0,4,118.137,26,-1.6280000000000001
2021,12,spa,False,False,False,True,False,alonso,Spanish,alpine,12,11,38,0,11,80,1,5,118.205,40,-1.5600000000000023
2021,12,spa,False,False,False,True,False,bottas,Finnish,mercedes,13,12,108,0,4,310,4,1,122.502,32,2.7369999999999948
2021,12,spa,False,False,False,True,False,giovinazzi,Italian,alfa,14,13,1,0,18,3,0,9,122.306,27,2.540999999999997
2021,12,spa,False,False,False,True,False,tsunoda,Japanese,alphatauri,16,15,18,0,13,72,0,6,122.413,21,2.647999999999996
2021,12,spa,False,False,False,True,False,mick_schumacher,German,haas,17,16,0,0,19,0,0,10,123.973,22,4.207999999999998
2021,12,spa,False,False,False,True,False,mazepin,Russian,haas,18,17,0,0,20,0,0,10,124.939,22,5.173999999999992
2021,12,spa,False,False,False,True,False,stroll,Canadian,aston_martin,19,20,18,0,14,53,0,7,118.231,22,-1.534000000000006
2021,13,zandvoort,True,False,False,False,False,max_verstappen,Dutch,red_bull,1,1,224,7,1,332,8,2,68.885,23,0.0
2021,13,zandvoort,True,False,False,False,False,hamilton,British,mercedes,2,2,221,4,2,344,4,1,68.923,36,0.0379999999999967
2021,13,zandvoort,True,False,False,False,False,bottas,Finnish,mercedes,3,3,123,0,3,344,4,1,69.222,32,0.3369999999999891
2021,13,zandvoort,True,False,False,False,False,gasly,French,alphatauri,4,4,66,0,8,84,0,6,69.478,25,0.5929999999999893
2021,13,zandvoort,True,False,False,False,False,leclerc,Monegasque,ferrari,5,5,92,0,6,181,0,3,69.527,23,0.6419999999999959
2021,13,zandvoort,True,False,False,False,False,sainz,Spanish,ferrari,6,7,89,0,7,181,0,3,69.537,27,0.652000000000001
2021,13,zandvoort,True,False,False,False,False,giovinazzi,Italian,alfa,7,14,1,0,18,3,0,9,69.59,27,0.7049999999999983
2021,13,zandvoort,True,False,False,False,False,ocon,French,alpine,8,9,44,1,11,90,1,5,69.93299999999999,24,1.0479999999999876
2021,13,zandvoort,True,False,False,False,False,alonso,Spanish,alpine,9,6,46,0,10,90,1,5,69.956,40,1.070999999999998
2021,13,zandvoort,True,False,False,False,False,ricciardo,Australian,mclaren,10,11,56,0,9,170,0,4,70.166,32,1.2809999999999917
2021,13,zandvoort,True,False,False,False,False,russell,British,williams,11,17,13,0,15,20,0,8,70.332,23,1.4469999999999885
2021,13,zandvoort,True,False,False,False,False,stroll,Canadian,aston_martin,12,12,18,0,14,53,0,7,70.367,22,1.4819999999999993
2021,13,zandvoort,True,False,False,False,False,norris,British,mclaren,13,10,114,0,4,170,0,4,70.406,21,1.5210000000000008
2021,13,zandvoort,True,False,False,False,False,tsunoda,Japanese,alphatauri,14,19,18,0,13,84,0,6,71.314,21,2.428999999999988
2021,13,zandvoort,True,False,False,False,False,vettel,German,aston_martin,15,13,35,0,12,53,0,7,70.731,34,1.8459999999999894
2021,13,zandvoort,True,False,False,False,False,kubica,Polish,alfa,16,15,0,0,21,3,0,9,71.301,36,2.415999999999997
2021,13,zandvoort,True,False,False,False,False,mick_schumacher,German,haas,17,18,0,0,19,0,0,10,71.387,22,2.5019999999999953
2021,13,zandvoort,True,False,False,False,False,mazepin,Russian,haas,18,20,0,0,20,0,0,10,71.875,22,2.989999999999995
2021,15,sochi,False,False,False,True,True,norris,British,mclaren,1,7,139,0,4,234,1,3,101.993,21,0.0
2021,15,sochi,False,False,False,True,True,sainz,Spanish,ferrari,2,3,112,0,6,216,0,4,102.50999999999999,27,0.5169999999999959
2021,15,sochi,False,False,False,True,True,russell,British,williams,3,10,16,0,15,23,0,8,102.983,23,0.9900000000000091
2021,15,sochi,False,False,False,True,True,hamilton,British,mercedes,4,1,246,5,1,397,5,1,104.05,36,2.057000000000002
2021,15,sochi,False,False,False,True,True,ricciardo,Australian,mclaren,5,4,95,1,8,234,1,3,104.156,32,2.163000000000011
2021,15,sochi,False,False,False,True,True,alonso,Spanish,alpine,6,6,58,0,10,103,1,5,104.20400000000001,40,2.2110000000000127
2021,15,sochi,False,False,False,True,True,stroll,Canadian,aston_martin,7,11,24,0,13,59,0,7,104.956,22,2.963000000000008
2021,15,sochi,False,False,False,True,True,perez,Mexican,red_bull,8,9,120,1,5,364,8,2,105.337,31,3.3440000000000083
2021,15,sochi,False,False,False,True,True,ocon,French,alpine,9,14,45,1,11,103,1,5,105.86500000000001,25,3.872000000000014
2021,15,sochi,False,False,False,True,True,vettel,German,aston_martin,10,12,35,0,12,59,0,7,106.57300000000001,34,4.5800000000000125
2021,15,sochi,False,False,False,True,True,gasly,French,alphatauri,11,13,66,0,9,84,0,6,106.64099999999999,25,4.647999999999996
2021,15,sochi,False,False,False,True,True,tsunoda,Japanese,alphatauri,12,17,18,0,14,84,0,6,106.751,21,4.75800000000001
2021,15,sochi,False,False,False,True,True,raikkonen,Finnish,alfa,13,8,6,0,17,7,0,9,109.586,41,7.5930000000000035
2021,15,sochi,False,False,False,True,True,mick_schumacher,German,haas,14,20,0,0,19,0,0,10,109.83,22,7.837000000000003
2021,15,sochi,False,False,False,True,True,mazepin,Russian,haas,15,18,0,0,21,0,0,10,113.76400000000001,22,11.771000000000015
2021,15,sochi,False,False,False,True,True,bottas,Finnish,mercedes,16,5,151,0,3,397,5,1,104.71000000000001,32,2.717000000000013
2021,15,sochi,False,False,False,True,True,giovinazzi,Italian,alfa,17,16,1,0,18,7,0,9,111.023,27,9.030000000000001
2021,16,istanbul,False,False,False,True,True,bottas,Finnish,mercedes,1,1,177,1,3,433,6,1,82.998,32,0.0
2021,16,istanbul,False,False,False,True,True,max_verstappen,Dutch,red_bull,2,2,262,7,1,397,8,2,83.196,24,0.1979999999999933
2021,16,istanbul,False,False,False,True,True,leclerc,Monegasque,ferrari,3,4,116,0,7,232,0,4,83.265,23,0.2669999999999959
2021,16,istanbul,False,False,False,True,True,gasly,French,alphatauri,4,6,74,0,9,92,0,6,83.326,25,0.32799999999998875
2021,16,istanbul,False,False,False,True,True,alonso,Spanish,alpine,5,16,58,0,10,104,1,5,83.477,40,0.4789999999999992
2021,16,istanbul,False,False,False,True,True,perez,Mexican,red_bull,6,3,135,1,5,397,8,2,83.706,31,0.7079999999999984
2021,16,istanbul,False,False,False,True,True,norris,British,mclaren,7,7,145,0,4,240,1,3,83.95400000000001,21,0.9560000000000031
2021,16,istanbul,False,False,False,True,True,stroll,Canadian,aston_martin,8,9,26,0,13,61,0,7,84.305,22,1.3070000000000022
2021,16,istanbul,False,False,False,True,True,tsunoda,Japanese,alphatauri,9,14,18,0,14,92,0,6,84.368,21,1.3699999999999903
2021,16,istanbul,False,False,False,True,True,vettel,German,aston_martin,10,18,35,0,12,61,0,7,84.795,34,1.796999999999997
2021,16,istanbul,False,False,False,True,True,hamilton,British,mercedes,11,5,256,5,2,433,6,1,82.868,36,-0.13000000000000966
2021,16,istanbul,False,False,False,True,True,ocon,French,alpine,12,10,46,1,11,104,1,5,84.842,25,1.843999999999994
2021,16,istanbul,False,False,False,True,True,russell,British,williams,13,15,16,0,15,23,0,8,85.007,23,2.0090000000000003
2021,16,istanbul,False,False,False,True,True,mick_schumacher,German,haas,14,19,0,0,19,0,0,10,85.2,22,2.201999999999998
2021,16,istanbul,False,False,False,True,True,latifi,Canadian,williams,15,17,7,0,16,23,0,8,86.086,26,3.087999999999994
2021,16,istanbul,False,False,False,True,True,giovinazzi,Italian,alfa,16,11,1,0,18,7,0,9,86.43,27,3.432000000000002
2021,16,istanbul,False,False,False,True,True,raikkonen,Finnish,alfa,17,12,6,0,17,7,0,9,87.525,41,4.527000000000001
2021,16,istanbul,False,False,False,True,True,mazepin,Russian,haas,18,20,0,0,21,0,0,10,88.449,22,5.450999999999993
2021,16,istanbul,False,False,False,True,True,ricciardo,Australian,mclaren,20,13,95,1,8,240,1,3,85.881,32,2.8829999999999956
2021,17,americas,True,False,False,False,False,max_verstappen,Dutch,red_bull,1,1,287,8,1,437,9,2,92.91,24,0.0
2021,17,americas,True,False,False,False,False,hamilton,British,mercedes,2,2,275,5,2,460,6,1,93.119,36,0.20900000000000318
2021,17,americas,True,False,False,False,False,perez,Mexican,red_bull,3,3,150,1,4,437,9,2,93.134,31,0.22400000000000375
2021,17,americas,True,False,False,False,False,leclerc,Monegasque,ferrari,4,4,128,0,6,250,0,4,93.606,24,0.695999999999998
2021,17,americas,True,False,False,False,False,sainz,Spanish,ferrari,5,7,122,0,7,250,0,4,93.792,27,0.882000000000005
2021,17,americas,True,False,False,False,False,ricciardo,Australian,mclaren,6,5,105,1,8,254,1,3,93.80799999999999,32,0.8979999999999961
2021,17,americas,True,False,False,False,False,norris,British,mclaren,7,8,149,0,5,254,1,3,93.887,21,0.9770000000000039
2021,17,americas,True,False,False,False,False,gasly,French,alphatauri,8,20,74,0,9,94,0,6,94.118,25,1.2079999999999984
2021,17,americas,True,False,False,False,False,bottas,Finnish,mercedes,9,6,185,1,3,460,6,1,93.475,32,0.5649999999999977
2021,17,americas,True,False,False,False,False,tsunoda,Japanese,alphatauri,10,9,20,0,14,94,0,6,94.918,21,2.0080000000000098
2021,17,americas,True,False,False,False,False,ocon,French,alpine,11,19,46,1,11,104,1,5,95.37700000000001,25,2.467000000000013
2021,17,americas,True,False,False,False,False,giovinazzi,Italian,alfa,12,11,1,0,18,7,0,9,95.794,27,2.8840000000000003
2021,17,americas,True,False,False,False,False,stroll,Canadian,aston_martin,13,12,26,0,13,62,0,7,95.983,22,3.0730000000000075
2021,17,americas,True,False,False,False,False,latifi,Canadian,williams,14,15,7,0,16,23,0,8,95.995,26,3.085000000000008
2021,17,americas,True,False,False,False,False,raikkonen,Finnish,alfa,15,13,6,0,17,7,0,9,96.311,42,3.4010000000000105
2021,17,americas,True,False,False,False,False,mick_schumacher,German,haas,16,16,0,0,19,0,0,10,96.499,22,3.5889999999999986
2021,17,americas,True,False,False,False,False,mazepin,Russian,haas,17,17,0,0,21,0,0,10,96.79599999999999,22,3.8859999999999957
2021,17,americas,True,False,False,False,False,vettel,German,aston_martin,18,10,36,0,12,62,0,7,95.5,34,2.5900000000000034
2021,17,americas,True,False,False,False,False,alonso,Spanish,alpine,19,18,58,0,10,104,1,5,104.549,40,11.63900000000001
2021,18,rodriguez,True,False,False,False,False,bottas,Finnish,mercedes,1,15,185,1,3,478,6,1,75.875,32,0.0
2021,18,rodriguez,True,False,False,False,False,hamilton,British,mercedes,2,2,293,5,2,478,6,1,76.02,36,0.14499999999999602
2021,18,rodriguez,True,False,False,False,False,max_verstappen,Dutch,red_bull,3,1,312,9,1,477,10,2,76.225,24,0.3499999999999943
2021,18,rodriguez,True,False,False,False,False,perez,Mexican,red_bull,4,3,165,1,4,477,10,2,76.342,31,0.46699999999999875
2021,18,rodriguez,True,False,False,False,False,gasly,French,alphatauri,5,4,86,0,9,106,0,6,76.456,25,0.5810000000000031
2021,18,rodriguez,True,False,False,False,False,sainz,Spanish,ferrari,6,6,130,0,7,268,0,3,76.761,27,0.8859999999999957
2021,18,rodriguez,True,False,False,False,False,ricciardo,Australian,mclaren,7,12,105,1,8,255,1,4,76.763,32,0.8880000000000052
2021,18,rodriguez,True,False,False,False,False,leclerc,Monegasque,ferrari,8,5,138,0,6,268,0,3,76.837,24,0.9620000000000033
2021,18,rodriguez,True,False,False,False,False,vettel,German,aston_martin,9,7,42,0,12,68,0,7,77.746,34,1.8709999999999951
2021,18,rodriguez,True,False,False,False,False,raikkonen,Finnish,alfa,10,8,10,0,16,11,0,9,77.958,42,2.0829999999999984
2021,18,rodriguez,True,False,False,False,False,giovinazzi,Italian,alfa,11,11,1,0,18,11,0,9,78.28999999999999,27,2.414999999999992
2021,18,rodriguez,True,False,False,False,False,alonso,Spanish,alpine,12,9,60,0,10,106,1,5,78.452,40,2.576999999999998
2021,18,rodriguez,True,False,False,False,False,latifi,Canadian,williams,13,17,7,0,17,23,0,8,78.756,26,2.8810000000000002
2021,18,rodriguez,True,False,False,False,False,mick_schumacher,German,haas,14,19,0,0,19,0,0,10,78.858,22,2.983000000000004
2021,18,rodriguez,True,False,False,False,False,mazepin,Russian,haas,15,18,0,0,21,0,0,10,79.303,22,3.4279999999999973
2021,18,rodriguez,True,False,False,False,False,russell,British,williams,16,16,16,0,15,23,0,8,78.172,23,2.296999999999997
2021,18,rodriguez,True,False,False,False,False,tsunoda,Japanese,alphatauri,17,20,20,0,14,106,0,6,77.158,21,1.2830000000000013
2021,18,rodriguez,True,False,False,False,False,norris,British,mclaren,18,10,150,0,5,255,1,4,96.83,21,20.955
2021,18,rodriguez,True,False,False,False,False,ocon,French,alpine,19,13,46,1,11,106,1,5,78.405,25,2.530000000000001
2021,18,rodriguez,True,False,False,False,False,stroll,Canadian,aston_martin,20,14,26,0,13,68,0,7,80.873,23,4.998000000000005
2021,20,losail,True,False,False,False,False,hamilton,British,mercedes,1,1,343,7,2,546,8,1,80.827,36,0.0
2021,20,losail,True,False,False,False,False,gasly,French,alphatauri,2,11,92,0,9,112,0,6,81.64,25,0.8130000000000024
2021,20,losail,True,False,False,False,False,alonso,Spanish,alpine,3,3,77,0,10,137,1,5,81.67,40,0.8430000000000035
2021,20,losail,True,False,False,False,False,norris,British,mclaren,4,9,153,0,5,258,1,4,81.731,22,0.9039999999999964
2021,20,losail,True,False,False,False,False,sainz,Spanish,ferrari,5,7,145,0,7,297,0,3,81.84,27,1.0130000000000052
2021,20,losail,True,False,False,False,False,bottas,Finnish,mercedes,6,20,203,1,3,546,8,1,81.47800000000001,32,0.6510000000000105
2021,20,losail,True,False,False,False,False,max_verstappen,Dutch,red_bull,7,2,351,9,1,541,10,2,81.424,24,0.5970000000000084
2021,20,losail,True,False,False,False,False,tsunoda,Japanese,alphatauri,8,13,20,0,14,112,0,6,81.881,21,1.054000000000002
2021,20,losail,True,False,False,False,False,ocon,French,alpine,9,5,60,1,11,137,1,5,82.02799999999999,25,1.2009999999999934
2021,20,losail,True,False,False,False,False,vettel,German,aston_martin,10,10,43,0,12,77,0,7,82.785,34,1.9579999999999984
2021,20,losail,True,False,False,False,False,perez,Mexican,red_bull,11,4,190,1,4,541,10,2,82.346,31,1.5190000000000055
2021,20,losail,True,False,False,False,False,stroll,Canadian,aston_martin,12,6,34,0,13,77,0,7,82.46000000000001,23,1.6330000000000098
2021,20,losail,True,False,False,False,False,leclerc,Monegasque,ferrari,13,8,152,0,6,297,0,3,82.463,24,1.6359999999999957
2021,20,losail,True,False,False,False,False,ricciardo,Australian,mclaren,14,12,105,1,8,258,1,4,82.59700000000001,32,1.7700000000000102
2021,20,losail,True,False,False,False,False,russell,British,williams,15,17,16,0,15,23,0,8,82.756,23,1.929000000000002
2021,20,losail,True,False,False,False,False,raikkonen,Finnish,alfa,16,14,10,0,16,11,0,9,83.156,42,2.3290000000000077
2021,20,losail,True,False,False,False,False,latifi,Canadian,williams,17,19,7,0,17,23,0,8,83.213,26,2.3859999999999957
2021,20,losail,True,False,False,False,False,giovinazzi,Italian,alfa,18,15,1,0,18,11,0,9,83.262,27,2.4350000000000023
2021,20,losail,True,False,False,False,False,mick_schumacher,German,haas,19,16,0,0,19,0,0,10,83.407,22,2.5799999999999983
2021,20,losail,True,False,False,False,False,mazepin,Russian,haas,20,18,0,0,21,0,0,10,85.85900000000001,22,5.032000000000011
2021,21,jeddah,True,False,False,False,False,hamilton,British,mercedes,1,1,369,8,2,587,9,1,87.511,36,0.0
2021,21,jeddah,True,False,False,False,False,bottas,Finnish,mercedes,2,3,218,1,3,587,9,1,87.622,32,0.1110000000000042
2021,21,jeddah,True,False,False,False,False,max_verstappen,Dutch,red_bull,3,2,369,9,1,559,10,2,87.65299999999999,24,0.1419999999999959
2021,21,jeddah,True,False,False,False,False,leclerc,Monegasque,ferrari,4,7,158,0,5,307,0,3,88.054,24,0.5430000000000064
2021,21,jeddah,True,False,False,False,False,perez,Mexican,red_bull,5,17,190,1,4,559,10,2,88.123,31,0.612000000000009
2021,21,jeddah,True,False,False,False,False,gasly,French,alphatauri,6,6,100,0,9,120,0,6,88.125,25,0.6140000000000043
2021,21,jeddah,True,False,False,False,False,norris,British,mclaren,7,10,154,0,6,269,1,4,88.18,22,0.6690000000000111
2021,21,jeddah,True,False,False,False,False,tsunoda,Japanese,alphatauri,8,14,20,0,14,120,0,6,88.44200000000001,21,0.9310000000000116
2021,21,jeddah,True,False,False,False,False,ocon,French,alpine,9,4,72,1,11,149,1,5,88.64699999999999,25,1.1359999999999957
2021,21,jeddah,True,False,False,False,False,giovinazzi,Italian,alfa,10,9,3,0,18,13,0,9,88.754,27,1.2430000000000092
2021,21,jeddah,True,False,False,False,False,ricciardo,Australian,mclaren,11,5,115,1,8,269,1,4,88.668,32,1.1570000000000107
2021,21,jeddah,True,False,False,False,False,raikkonen,Finnish,alfa,12,15,10,0,16,13,0,9,88.885,42,1.3740000000000094
2021,21,jeddah,True,False,False,False,False,alonso,Spanish,alpine,13,13,77,0,10,149,1,5,88.92,40,1.409000000000006
2021,21,jeddah,True,False,False,False,False,russell,British,williams,14,19,16,0,15,23,0,8,89.054,23,1.5430000000000064
2021,21,jeddah,True,False,False,False,False,sainz,Spanish,ferrari,15,8,149,0,7,307,0,3,113.652,27,26.141000000000005
2021,21,jeddah,True,False,False,False,False,latifi,Canadian,williams,16,12,7,0,17,23,0,8,89.17699999999999,26,1.6659999999999968
2021,21,jeddah,True,False,False,False,False,vettel,German,aston_martin,17,16,43,0,12,77,0,7,89.19800000000001,34,1.6870000000000118
2021,21,jeddah,True,False,False,False,False,stroll,Canadian,aston_martin,18,11,34,0,13,77,0,7,89.368,23,1.8569999999999993
2021,21,jeddah,True,False,False,False,False,mick_schumacher,German,haas,19,20,0,0,19,0,0,10,89.464,22,1.953000000000003
2021,21,jeddah,True,False,False,False,False,mazepin,Russian,haas,20,18,0,0,21,0,0,10,90.473,22,2.9620000000000033
2021,22,yas_marina,True,False,False,False,False,max_verstappen,Dutch,red_bull,1,1,395,10,1,585,11,2,82.10900000000001,24,0.0
2021,22,yas_marina,True,False,False,False,False,hamilton,British,mercedes,2,2,387,8,2,613,9,1,82.48,36,0.3709999999999951
2021,22,yas_marina,True,False,False,False,False,norris,British,mclaren,3,7,160,0,6,275,1,4,82.931,22,0.8219999999999885
2021,22,yas_marina,True,False,False,False,False,perez,Mexican,red_bull,4,15,190,1,4,585,11,2,82.947,31,0.8379999999999939
2021,22,yas_marina,True,False,False,False,False,sainz,Spanish,ferrari,5,3,164,0,5,323,0,3,82.992,27,0.8829999999999956
2021,22,yas_marina,True,False,False,False,False,bottas,Finnish,mercedes,6,6,226,1,3,613,9,1,83.036,32,0.9269999999999925
2021,22,yas_marina,True,False,False,False,False,leclerc,Monegasque,ferrari,7,10,159,0,7,323,0,3,83.122,24,1.012999999999991
2021,22,yas_marina,True,False,False,False,False,tsunoda,Japanese,alphatauri,8,4,32,0,14,142,0,6,83.22,21,1.11099999999999
2021,22,yas_marina,True,False,False,False,False,ocon,French,alpine,9,9,74,1,11,155,1,5,83.389,25,1.279999999999987
2021,22,yas_marina,True,False,False,False,False,ricciardo,Australian,mclaren,10,12,115,1,8,275,1,4,83.40899999999999,32,1.299999999999983
2021,22,yas_marina,True,False,False,False,False,alonso,Spanish,alpine,11,8,81,0,10,155,1,5,83.46000000000001,40,1.350999999999999
2021,22,yas_marina,True,False,False,False,False,gasly,French,alphatauri,12,5,110,0,9,142,0,6,84.043,25,1.9339999999999975
2021,22,yas_marina,True,False,False,False,False,stroll,Canadian,aston_martin,13,13,34,0,13,77,0,7,84.066,23,1.9569999999999936
2021,22,yas_marina,True,False,False,False,False,giovinazzi,Italian,alfa,14,17,3,0,18,13,0,9,84.251,27,2.141999999999996
2021,22,yas_marina,True,False,False,False,False,vettel,German,aston_martin,15,11,43,0,12,77,0,7,84.305,34,2.195999999999998
2021,22,yas_marina,True,False,False,False,False,latifi,Canadian,williams,16,16,7,0,17,23,0,8,84.338,26,2.228999999999985
2021,22,yas_marina,True,False,False,False,False,russell,British,williams,17,18,16,0,15,23,0,8,84.423,23,2.313999999999993
2021,22,yas_marina,True,False,False,False,False,raikkonen,Finnish,alfa,18,19,10,0,16,13,0,9,84.779,42,2.6699999999999875
2021,22,yas_marina,True,False,False,False,False,mick_schumacher,German,haas,19,14,0,0,19,0,0,10,84.906,22,2.796999999999997
