season,round,driver,fastest_time,podium,grid,time
2019,8,grosjean,91.626,20,17,98.746
2019,9,max_verstappen,63.439,1,3,69.321
2019,9,leclerc,63.003,2,1,69.36
2019,9,bottas,63.537,3,4,69.588
2019,9,vettel,63.667,4,10,69.598
2019,9,hamilton,63.262,5,2,69.643
2019,9,norris,64.099,6,6,70.333
2019,9,gasly,64.199,7,9,70.415
2019,9,sainz,73.601,8,15,70.574
2019,9,raikkonen,64.166,9,7,70.604
2019,9,giovinazzi,64.179,10,8,70.614
2019,9,perez,64.789,11,16,70.653
2019,9,ricciardo,64.79,12,14,70.67
2019,9,hulkenberg,64.516,13,12,70.694
2019,9,stroll,64.832,14,17,70.808
2019,9,albon,64.665,15,13,70.832
2019,9,grosjean,64.49,16,11,70.945
2019,9,kvyat,65.324,17,18,71.253
2019,9,russell,65.904,18,19,71.563
2019,9,kevin_magnussen,64.072,19,5,71.88
2019,9,kubica,66.206,20,20,72.564
2019,10,hamilton,85.099,1,2,93.624
2019,10,bottas,85.093,2,1,94.103
2019,10,leclerc,85.172,3,3,94.203
2019,10,gasly,85.59,4,5,94.291
2019,10,max_verstappen,85.276,5,4,94.383
2019,10,sainz,86.578,6,13,94.656
2019,10,ricciardo,86.182,7,7,94.67
2019,10,raikkonen,86.546,8,12,94.884
2019,10,kvyat,86.721,9,17,94.907
2019,10,hulkenberg,86.386,10,10,95.023
2019,10,norris,86.224,11,8,95.053
2019,10,albon,86.345,12,9,95.078
2019,10,stroll,86.762,13,18,95.183
2019,10,russell,87.789,14,19,95.762
2019,10,kubica,88.257,15,20,95.973
2019,10,vettel,85.787,16,6,95.783
2019,10,perez,86.928,17,15,96.172
2019,10,giovinazzi,86.519,18,11,93.933
2019,10,grosjean,86.757,19,14,103.076
2019,10,kevin_magnussen,86.662,20,16,112.916
2019,11,max_verstappen,72.113,1,2,97.989
2019,11,kvyat,73.135,3,14,98.118
2019,11,stroll,73.45,4,15,98.129
2019,11,sainz,72.897,5,7,98.138
2019,11,albon,73.461,6,17,98.146
2019,11,grosjean,72.851,7,6,98.252
2019,11,kevin_magnussen,72.789,8,12,98.282
2019,11,hamilton,71.767,9,1,98.296
2019,11,kubica,74.839,10,19,98.379
2019,11,russell,74.721,11,18,98.401
2019,11,raikkonen,72.538,12,5,98.18
2019,11,giovinazzi,72.786,13,11,98.205
2019,11,gasly,72.522,14,4,99.142
2019,11,bottas,72.129,15,3,98.902
2019,11,hulkenberg,73.126,16,9,101.27
2019,11,leclerc,72.344,17,10,96.38
2019,11,norris,73.333,18,16,99.18
2019,11,ricciardo,72.799,19,13,102.483
2019,12,hamilton,74.769,1,3,81.483
2019,12,max_verstappen,74.572,2,1,81.737
2019,12,vettel,75.071,3,5,82.36
2019,12,leclerc,75.043,4,4,82.415
2019,12,sainz,75.852,5,8,83.06
2019,12,gasly,75.45,6,6,83.08
2019,12,raikkonen,76.041,7,10,83.119
2019,12,bottas,74.59,8,2,83.129
2019,12,norris,75.8,9,7,83.206
2019,12,albon,76.687,10,12,83.628
2019,12,perez,77.109,11,17,83.788
2019,12,hulkenberg,76.565,12,11,83.797
2019,12,kevin_magnussen,77.081,13,15,83.808
2019,12,ricciardo,77.257,14,18,83.811
2019,12,kvyat,76.692,15,13,83.956
2019,12,russell,77.031,16,16,84.76
2019,12,stroll,77.542,17,19,84.816
2019,12,giovinazzi,76.804,18,14,84.951
2019,12,kubica,78.324,19,20,85.285
2019,12,grosjean,76.013,20,9,85.038
2019,13,leclerc,102.519,1,1,114.221
2019,13,hamilton,103.282,2,3,114.243
2019,13,bottas,103.415,3,4,114.507
2019,13,vettel,103.267,4,2,114.821
2019,13,albon,105.799,5,14,116.069
2019,13,perez,104.706,6,9,116.14
2019,13,kvyat,106.518,7,18,116.258
2019,13,hulkenberg,104.542,8,7,116.644
2019,13,gasly,106.435,9,16,116.702
2019,13,stroll,105.047,10,13,116.717
2019,13,norris,104.847,11,12,115.831
2019,13,kevin_magnussen,105.086,12,10,117.033
2019,13,grosjean,104.797,13,11,117.195
2019,13,ricciardo,104.257,14,6,117.406
2019,13,russell,107.548,15,19,117.611
2019,13,raikkonen,104.557,16,8,117.894
2019,13,giovinazzi,105.637,18,15,116.733
2019,14,leclerc,79.307,1,1,85.409
2019,14,bottas,79.354,2,3,85.425
2019,14,hamilton,79.346,3,2,86.073
2019,14,ricciardo,79.839,4,5,86.268
2019,14,hulkenberg,80.049,5,6,86.506
2019,14,albon,80.021,6,8,86.528
2019,14,perez,81.291,7,17,86.801
2019,14,giovinazzi,80.517,9,11,87.107
2019,14,norris,81.068,10,14,87.136
2019,14,gasly,81.125,11,15,87.171
2019,14,stroll,80.498,12,9,87.419
2019,14,vettel,79.457,13,4,87.807
2019,14,russell,81.8,14,18,87.835
2019,14,raikkonen,80.515,15,10,88.305
2019,14,grosjean,80.784,16,16,88.682
2019,14,kubica,82.356,17,19,89.294
2019,14,kevin_magnussen,80.615,18,12,88.617
2019,14,kvyat,80.63,19,13,87.662
2019,14,sainz,80.455,20,7,86.497
2019,15,vettel,96.437,1,3,116.617
2019,15,leclerc,96.217,2,1,116.661
2019,15,max_verstappen,96.813,3,4,116.68
2019,15,hamilton,96.408,4,2,116.693
2019,15,bottas,97.146,5,5,116.718
2019,15,albon,97.411,6,6,116.809
2019,15,norris,98.329,7,9,116.86
2019,15,gasly,98.699,8,12,116.872
2019,15,hulkenberg,98.264,9,8,116.892
2019,15,giovinazzi,98.697,10,11,116.91
2019,15,grosjean,100.277,11,17,117.198
2019,15,sainz,97.818,12,7,117.207
2019,15,stroll,99.979,13,16,117.215
2019,15,kvyat,99.957,15,15,117.243
2019,15,kubica,101.186,16,19,117.388
2019,15,kevin_magnussen,99.65,17,14,118.036
2019,15,raikkonen,98.858,18,13,117.994
2019,15,perez,98.52,19,10,115.048
2019,15,russell,100.867,20,18,111.062
2019,16,hamilton,92.03,1,2,106.019
2019,16,bottas,92.632,2,5,106.091
2019,16,leclerc,91.628,3,1,106.117
2019,16,max_verstappen,92.31,4,4,106.287
2019,16,albon,99.197,5,19,106.742
2019,16,sainz,93.222,6,6,106.885
2019,16,perez,93.958,7,12,106.938
2019,16,norris,93.301,8,8,107.108
2019,16,kevin_magnussen,94.082,9,14,107.033
2019,16,hulkenberg,93.289,10,7,107.148
2019,16,stroll,94.233,11,15,107.166
2019,16,kvyat,99.544,12,20,107.198
2019,16,raikkonen,94.84,13,16,107.319
2019,16,gasly,93.95,14,11,107.341
2019,16,giovinazzi,94.037,15,13,107.403
2019,16,kubica,96.474,16,18,110.797
2019,16,russell,95.356,17,17,108.815
2019,16,vettel,92.053,18,3,104.974
2019,16,ricciardo,93.661,19,10,109.232
2019,17,bottas,87.293,1,3,94.361
2019,17,vettel,87.064,2,1,94.617
2019,17,hamilton,87.302,3,4,94.627
2019,17,albon,87.851,4,6,95.506
2019,17,sainz,88.304,5,7,95.69
2019,17,leclerc,87.253,6,2,96.308
2019,17,gasly,88.836,7,9,96.663
2019,17,perez,90.344,8,17,96.67
2019,17,stroll,89.345,9,12,96.733
2019,17,kvyat,89.563,10,14,96.806
2019,17,norris,88.464,11,8,96.951
2019,17,raikkonen,89.358,12,13,97.206
2019,17,grosjean,89.341,13,10,97.343
2019,17,giovinazzi,89.254,14,11,97.707
2019,17,russell,90.364,16,18,98.08
2019,17,max_verstappen,87.851,18,5,98.43
2019,17,ricciardo,89.822,19,16,96.421
2019,17,hulkenberg,90.112,20,15,96.682
2019,18,hamilton,75.262,1,4,81.816
2019,18,vettel,75.17,2,3,81.84
2019,18,bottas,75.338,3,6,81.866
2019,18,leclerc,75.024,4,2,81.905
2019,18,albon,75.336,5,5,82.117
2019,18,max_verstappen,74.758,6,1,82.785
2019,18,perez,76.687,7,11,82.855
2019,18,ricciardo,76.933,8,13,82.871
2019,18,gasly,76.586,9,10,83.317
2019,18,hulkenberg,76.885,10,12,83.379
2019,18,kvyat,76.469,11,9,83.273
2019,18,stroll,78.065,12,16,83.446
2019,18,sainz,76.014,13,7,83.489
2019,18,giovinazzi,77.269,14,15,83.788
2019,18,kevin_magnussen,78.436,15,17,84.21
2019,18,russell,78.823,16,19,84.871
2019,18,grosjean,78.599,17,18,84.939
2019,18,kubica,80.179,18,20,85.074
2019,18,raikkonen,76.967,19,14,84.401
2019,18,norris,76.322,20,8,86.808
2019,19,bottas,92.029,1,1,100.637
2019,19,hamilton,92.321,2,5,100.711
2019,19,max_verstappen,92.096,3,3,100.726
2019,19,leclerc,92.137,4,4,101.569
2019,19,albon,92.548,5,6,102.03
2019,19,ricciardo,93.488,6,9,102.25
2019,19,norris,93.175,7,8,102.257
2019,19,sainz,92.847,8,7,102.622
2019,19,hulkenberg,93.815,9,11,102.693
2019,19,perez,95.808,10,19,102.806
2019,19,raikkonen,94.369,11,17,102.823
2019,19,kvyat,93.989,12,13,102.771
2019,19,stroll,94.1,13,14,103.229
2019,19,giovinazzi,94.226,14,16,103.444
2019,19,grosjean,94.158,15,15,103.762
2019,19,gasly,93.601,16,10,103.538
2019,19,russell,95.372,17,18,104.78
2019,19,kevin_magnussen,93.979,18,12,103.729
2019,19,kubica,95.889,19,20,106.325
2019,19,vettel,92.041,20,2,103.304
2019,20,max_verstappen,67.508,1,1,78.798
2019,20,gasly,68.837,2,7,78.884
2019,20,raikkonen,68.984,4,9,78.931
2019,20,giovinazzi,68.919,5,13,78.942
2019,20,ricciardo,68.903,6,12,78.947
2019,20,hamilton,67.699,7,3,78.885
2019,20,norris,68.868,8,11,78.956
2019,20,perez,69.035,9,15,78.961
2019,20,kvyat,69.32,10,16,78.966
2019,20,kevin_magnussen,69.037,11,10,78.978
2019,20,russell,70.126,12,18,78.99
2019,20,grosjean,68.854,13,8,78.999
2019,20,albon,67.935,14,6,79.009
2019,20,hulkenberg,68.921,15,14,78.982
2019,20,kubica,70.614,16,19,80.181
2019,20,vettel,67.631,17,2,77.005
2019,20,leclerc,67.728,18,4,77.012
2019,20,stroll,69.536,19,17,77.296
2019,20,bottas,67.874,20,5,74.513
2019,21,hamilton,94.779,1,1,102.649
2019,21,max_verstappen,95.139,2,3,102.954
2019,21,leclerc,95.219,3,4,103.439
2019,21,bottas,94.973,4,2,103.456
2019,21,vettel,95.339,5,5,103.819
2019,21,albon,95.682,6,6,103.908
2019,21,perez,97.055,7,11,105.011
2019,21,norris,96.436,8,7,105.037
2019,21,kvyat,97.141,9,14,105.06
2019,21,sainz,96.459,10,9,105.127
2019,21,ricciardo,96.456,11,8,105.143
2019,21,hulkenberg,96.71,12,10,105.168
2019,21,raikkonen,98.383,13,18,105.305
2019,21,kevin_magnussen,97.254,14,15,105.583
2019,21,grosjean,98.051,15,16,105.935
2019,21,giovinazzi,98.114,16,17,106.157
2019,21,russell,98.717,17,19,106.361
2019,21,gasly,97.089,18,12,106.736
2019,21,kubica,99.236,19,20,106.971
2019,21,stroll,97.103,20,13,106.954
2020,6,hamilton,75.584,1,1,83.413
2020,6,max_verstappen,76.292,2,3,83.78
2020,6,bottas,75.643,3,2,84.091
2020,6,stroll,76.589,4,5,85.027
2020,6,perez,76.482,5,4,84.992
2020,6,sainz,77.044,6,7,85.093
2020,6,vettel,77.168,7,11,85.289
2020,6,albon,77.029,8,6,85.308
2020,6,gasly,77.136,9,10,85.317
2020,6,norris,77.084,10,8,85.325
2020,6,ricciardo,77.198,11,13,85.341
2020,6,kvyat,77.192,12,12,85.354
2020,6,ocon,77.567,13,15,85.557
2020,6,raikkonen,77.386,14,14,85.641
2020,6,kevin_magnussen,77.908,15,16,85.76
2020,6,giovinazzi,78.697,16,20,85.77
2020,6,russell,78.099,17,18,85.918
2020,6,latifi,78.532,18,19,86.052
2020,6,grosjean,78.089,19,17,86.484
2020,6,leclerc,77.087,20,9,87.675
2020,7,hamilton,101.252,1,1,114.745
2020,7,bottas,101.763,2,2,114.937
2020,7,max_verstappen,101.778,3,3,115.096
2020,7,ricciardo,102.061,4,4,115.174
2020,7,ocon,102.396,5,6,115.668
2020,7,albon,102.264,6,5,115.715
2020,7,norris,102.657,7,10,115.739
2020,7,gasly,102.745,8,12,115.821
2020,7,stroll,102.603,9,9,115.94
2020,7,perez,102.532,10,8,115.953
2020,7,kvyat,102.73,11,11,116.34
2020,7,raikkonen,103.743,12,16,116.37
2020,7,vettel,103.261,13,14,116.401
2020,7,leclerc,102.996,14,13,116.447
2020,7,grosjean,103.838,15,17,116.49
2020,7,latifi,104.138,16,19,116.513
2020,7,kevin_magnussen,104.314,17,20,116.689
2020,7,giovinazzi,103.95,18,18,113.728
2020,7,russell,103.468,19,15,113.975
2020,8,gasly,80.177,1,10,121.246
2020,8,sainz,79.695,2,3,121.254
2020,8,stroll,80.049,3,8,121.31
2020,8,norris,79.82,4,6,121.36
2020,8,bottas,78.956,5,2,121.38
2020,8,ricciardo,79.864,6,7,121.405
2020,8,hamilton,78.887,7,1,121.572
2020,8,ocon,80.234,8,12,121.599
2020,8,kvyat,80.169,9,11,121.665
2020,8,perez,79.72,10,4,121.685
2020,8,latifi,81.717,11,20,121.867
2020,8,grosjean,81.139,12,16,121.91
2020,8,raikkonen,80.926,13,14,121.931
2020,8,russell,81.587,14,19,121.937
2020,8,albon,80.09,15,9,121.955
2020,8,giovinazzi,81.206,16,18,122.288
2020,8,max_verstappen,79.795,17,5,149.981
2020,8,leclerc,80.273,18,13,92.508
2020,8,kevin_magnussen,81.573,19,15,89.168
2020,8,vettel,81.151,20,17,98.142
2020,9,hamilton,75.144,1,1,141.95
2020,9,bottas,75.203,2,2,142.033
2020,9,albon,75.954,3,4,142.087
2020,9,ricciardo,76.543,4,8,142.127
2020,9,perez,76.311,5,6,142.215
2020,9,norris,76.64,6,11,142.27
2020,9,kvyat,76.854,7,12,142.319
2020,9,leclerc,76.27,8,5,142.431
2020,9,raikkonen,76.854,9,13,142.37
2020,9,vettel,76.858,10,14,142.458
2020,9,russell,77.232,11,18,142.499
2020,9,grosjean,77.254,12,15,142.663
2020,9,stroll,76.356,13,7,130.78
2020,9,ocon,76.297,14,10,134.154
2020,9,latifi,77.32,15,19,134.828
2020,9,kevin_magnussen,77.348,16,20,135.315
2020,9,giovinazzi,77.22,17,17,135.709
2020,9,sainz,77.87,18,9,135.891
2020,10,bottas,91.956,1,3,106.422
2020,10,max_verstappen,91.867,2,2,106.568
2020,10,hamilton,91.304,3,1,106.851
2020,10,perez,92.317,4,4,106.999
2020,10,ricciardo,92.364,5,5,107.31
2020,10,leclerc,93.239,6,11,107.595
2020,10,ocon,92.624,7,7,107.705
2020,10,kvyat,93.249,8,12,107.719
2020,10,gasly,93.0,9,9,108.116
2020,10,albon,93.008,10,10,108.174
2020,10,giovinazzi,94.594,11,17,108.702
2020,10,kevin_magnussen,94.681,12,18,108.739
2020,10,vettel,93.609,13,15,108.759
2020,10,raikkonen,95.267,14,20,108.776
2020,10,norris,92.847,15,8,108.965
2020,10,latifi,95.066,16,19,109.497
2020,10,grosjean,94.592,17,16,109.517
2020,10,russell,93.583,18,14,110.042
2020,11,hamilton,85.525,1,2,95.827
2020,11,max_verstappen,85.562,2,3,95.902
2020,11,ricciardo,86.223,3,6,96.071
2020,11,perez,86.704,4,9,96.095
2020,11,sainz,86.709,5,10,96.192
2020,11,gasly,86.776,6,12,96.207
2020,11,leclerc,86.035,7,4,96.341
2020,11,hulkenberg,88.021,8,20,96.371
2020,11,grosjean,87.552,9,16,96.479
2020,11,giovinazzi,86.936,10,14,96.495
2020,11,vettel,86.738,11,11,96.508
2020,11,raikkonen,87.817,12,19,96.519
2020,11,kevin_magnussen,87.125,13,15,96.654
2020,11,latifi,87.812,14,18,96.735
2020,11,kvyat,86.848,15,13,96.754
2020,11,norris,86.458,16,8,94.656
2020,11,albon,86.047,17,5,95.936
2020,11,ocon,86.242,18,7,95.925
2020,11,bottas,85.269,19,1,96.654
2020,11,russell,87.564,20,17,98.121
2020,12,hamilton,76.652,1,1,81.77
2020,12,bottas,76.754,2,2,82.158
2020,12,max_verstappen,76.904,3,3,82.293
2020,12,leclerc,77.09,4,4,82.76
2020,12,gasly,77.803,5,9,83.29
2020,12,sainz,77.52,6,7,83.312
2020,12,perez,77.223,7,5,83.337
2020,12,ocon,77.614,8,11,83.361
2020,12,ricciardo,77.481,9,10,83.372
2020,12,vettel,77.919,10,15,83.389
2020,12,raikkonen,78.201,11,16,83.489
2020,12,albon,77.437,12,6,83.585
2020,12,norris,77.525,13,8,83.807
2020,12,russell,77.788,14,14,83.924
2020,12,giovinazzi,78.323,15,17,84.117
2020,12,kevin_magnussen,78.508,16,19,84.167
2020,12,grosjean,78.364,17,18,84.13
2020,12,latifi,78.777,18,20,84.392
2020,12,kvyat,77.728,19,13,84.815
2020,12,stroll,77.626,20,12,85.382
2020,13,hamilton,73.706,1,2,84.324
2020,13,bottas,73.609,2,1,84.416
2020,13,ricciardo,74.52,3,5,84.552
2020,13,kvyat,74.696,4,8,84.565
2020,13,leclerc,74.616,5,7,84.628
2020,13,perez,75.061,6,11,84.636
2020,13,sainz,74.911,7,10,84.645
2020,13,norris,74.814,8,9,84.66
2020,13,raikkonen,75.953,9,18,84.677
2020,13,giovinazzi,76.208,10,20,84.743
2020,13,latifi,75.987,11,19,84.755
2020,13,vettel,75.385,12,14,84.776
2020,13,stroll,75.494,13,15,84.787
2020,13,grosjean,75.918,14,16,84.768
2020,13,albon,74.572,15,6,85.234
2020,13,russell,75.323,16,13,82.042
2020,13,max_verstappen,74.176,17,3,79.673
2020,13,kevin_magnussen,75.939,18,17,82.021
2020,13,ocon,75.201,19,12,82.167
2020,13,gasly,74.502,20,4,82.098
2020,14,hamilton,112.56,1,6,105.85
2020,14,perez,109.321,2,3,106.396
2020,14,vettel,115.169,3,12,106.401
2020,14,leclerc,116.696,4,14,106.434
2020,14,sainz,115.41,5,13,106.443
2020,14,max_verstappen,108.055,6,2,106.624
2020,14,albon,110.448,7,4,106.652
2020,14,norris,114.945,8,11,106.906
2020,14,stroll,107.765,9,1,107.098
2020,14,ricciardo,111.595,10,5,107.496
2020,14,ocon,112.622,11,7,107.776
2020,14,kvyat,129.07,12,17,107.933
2020,14,gasly,118.556,13,15,107.958
2020,14,bottas,113.258,14,9,108.623
2020,14,raikkonen,112.745,15,8,109.152
2020,14,russell,130.017,16,18,109.432
2020,14,kevin_magnussen,128.007,17,16,111.009
2020,14,grosjean,132.909,18,19,111.804
2020,14,latifi,141.611,19,20,116.404
2020,14,giovinazzi,117.226,20,10,121.196
2020,15,hamilton,87.264,1,1,126.097
2020,15,max_verstappen,87.678,2,3,126.119
2020,15,albon,88.274,3,4,126.237
2020,15,norris,88.542,4,9,126.296
2020,15,sainz,88.975,5,15,126.304
2020,15,gasly,88.448,6,8,126.306
2020,15,ricciardo,88.417,7,6,126.437
2020,15,bottas,87.553,8,2,126.442
2020,15,ocon,88.419,9,7,126.497
2020,15,leclerc,89.165,10,12,128.363
2020,15,kvyat,88.618,11,10,128.382
2020,15,russell,91.218,12,14,128.392
2020,15,vettel,89.149,13,11,128.442
2020,15,latifi,90.182,14,20,128.448
2020,15,raikkonen,89.81,15,17,128.512
2020,15,giovinazzi,89.491,16,16,128.53
2020,15,kevin_magnussen,90.111,17,18,128.746
2020,15,perez,88.322,18,5,126.545
2020,16,perez,53.79,1,5,62.932
2020,16,ocon,53.995,2,11,63.053
2020,16,stroll,54.2,3,10,63.069
2020,16,sainz,54.01,4,8,63.077
2020,16,ricciardo,53.957,5,7,63.086
2020,16,albon,54.026,6,12,63.091
2020,16,kvyat,53.906,7,6,63.099
2020,16,bottas,53.377,8,1,63.109
2020,16,russell,53.403,9,2,63.146
2020,16,norris,54.693,10,15,63.157
2020,16,gasly,54.154,11,9,63.168
2020,16,vettel,54.175,12,13,63.192
2020,16,giovinazzi,54.377,13,14,63.209
2020,16,raikkonen,54.963,14,19,63.233
2020,16,kevin_magnussen,54.705,15,16,63.304
2020,16,aitken,54.892,16,18,63.319
2020,16,pietro_fittipaldi,55.426,17,20,63.356
2020,16,latifi,54.796,18,17,63.07
2020,17,max_verstappen,95.246,1,1,105.248
2020,17,bottas,95.271,2,2,105.539
2020,17,hamilton,95.332,3,3,105.583
2020,17,albon,95.571,4,5,105.611
2020,17,norris,95.497,5,4,106.352
2020,17,sainz,95.815,6,6,106.442
2020,17,ricciardo,96.406,7,12,106.589
2020,17,gasly,96.242,8,10,106.879
2020,17,ocon,96.359,9,11,107.086
2020,17,stroll,96.046,10,8,107.116
2020,17,kvyat,95.963,11,7,107.249
2020,17,raikkonen,97.555,12,16,107.3
2020,17,leclerc,96.065,13,9,107.458
2020,17,vettel,96.631,14,13,107.627
2020,17,russell,98.045,15,18,107.797
2020,17,giovinazzi,98.248,16,14,107.822
2020,17,latifi,98.443,17,20,107.992
2020,17,kevin_magnussen,97.863,18,17,108.896
2020,17,pietro_fittipaldi,98.173,19,19,109.415
2020,17,perez,96.034,20,15,106.629
2021,6,perez,101.917,1,7,157.185
2021,6,vettel,102.224,2,11,157.212
2021,6,gasly,101.565,3,4,157.239
2021,6,leclerc,101.218,4,1,157.26
2021,6,norris,101.747,5,6,157.278
2021,6,alonso,102.327,6,9,157.31
2021,6,tsunoda,102.211,7,8,157.314
2021,6,sainz,101.576,8,5,157.336
2021,6,ricciardo,102.558,9,13,157.359
2021,6,raikkonen,102.587,10,14,157.372
2021,6,bottas,102.659,12,10,157.405
2021,6,mick_schumacher,104.158,13,17,157.464
2021,6,mazepin,104.238,14,18,157.465
2021,6,hamilton,101.45,15,2,157.531
2021,6,latifi,103.128,16,16,157.427
2021,6,russell,102.758,17,15,116.713
2021,6,max_verstappen,101.563,18,3,114.124
2021,6,ocon,102.273,20,12,120.568
2021,7,max_verstappen,89.99,1,1,98.977
2021,7,hamilton,90.248,2,2,99.032
2021,7,perez,90.445,3,4,99.143
2021,7,bottas,90.376,4,3,99.253
2021,7,norris,91.252,5,8,100.185
2021,7,ricciardo,91.382,6,10,100.408
2021,7,gasly,90.868,7,6,100.422
2021,7,alonso,91.34,8,9,100.443
2021,7,vettel,91.767,9,12,100.48
2021,7,sainz,90.84,11,5,100.851
2021,7,russell,92.065,12,14,101.035
2021,7,ocon,91.736,14,11,101.132
2021,7,giovinazzi,91.813,15,13,101.219
2021,7,leclerc,90.987,16,7,101.282
2021,7,raikkonen,93.354,17,17,101.316
2021,7,latifi,93.062,18,16,101.331
2021,7,mick_schumacher,92.942,19,15,101.921
2021,7,mazepin,93.554,20,18,102.192
2021,8,max_verstappen,63.841,1,1,69.562
2021,8,hamilton,64.067,2,3,70.066
2021,8,bottas,64.035,3,2,70.223
2021,8,perez,64.168,4,5,70.23
2021,8,norris,64.12,5,4,70.633
2021,8,sainz,64.8,6,12,70.732
2021,8,leclerc,64.472,7,7,70.911
2021,8,stroll,64.708,8,10,71.13
2021,8,alonso,64.574,9,9,71.144
2021,8,tsunoda,64.514,10,8,71.154
2021,8,raikkonen,65.429,11,18,71.189
2021,8,vettel,64.875,12,14,71.26
2021,8,ricciardo,64.808,13,13,71.279
2021,8,ocon,65.217,14,17,71.299
2021,8,giovinazzi,64.913,15,15,71.399
2021,8,mick_schumacher,66.041,16,19,72.201
2021,8,latifi,65.175,17,16,72.683
2021,8,mazepin,66.192,18,20,72.806
2021,8,russell,64.671,19,11,74.04
2021,9,max_verstappen,63.72,1,1,70.909
2021,9,bottas,64.049,2,5,71.162
2021,9,norris,63.768,3,2,71.191
2021,9,hamilton,64.014,4,4,71.563
2021,9,sainz,64.559,5,11,71.714
2021,9,perez,63.99,6,3,71.584
2021,9,ricciardo,64.719,7,13,71.76
2021,9,leclerc,64.6,8,12,71.771
2021,9,gasly,64.107,9,6,71.78
2021,9,alonso,64.856,10,14,72.08
2021,9,russell,64.591,11,9,72.16
2021,9,tsunoda,64.273,12,7,72.242
2021,9,stroll,64.618,13,10,72.337
2021,9,giovinazzi,65.083,14,15,72.451
2021,9,raikkonen,65.009,15,16,72.563
2021,9,latifi,65.195,16,18,72.541
2021,9,vettel,64.57,17,8,72.204
2021,9,mick_schumacher,65.427,18,19,73.051
2021,9,mazepin,65.951,19,20,73.791
2021,10,hamilton,86.134,1,1,136.602
2021,10,leclerc,86.828,2,4,136.676
2021,10,bottas,86.328,3,3,136.816
2021,10,norris,86.897,4,6,137.151
2021,10,ricciardo,86.899,5,7,137.421
2021,10,sainz,87.007,6,9,137.437
2021,10,alonso,87.245,7,11,137.988
2021,10,stroll,87.665,8,15,138.03
2021,10,ocon,87.34,9,13,138.066
2021,10,tsunoda,88.043,10,16,138.18
2021,10,gasly,87.273,11,12,138.243
2021,10,russell,86.971,12,8,139.287
2021,10,giovinazzi,87.617,13,14,139.373
2021,10,latifi,88.254,14,18,139.404
2021,10,raikkonen,88.062,15,17,139.426
2021,10,perez,86.844,16,5,139.523
2021,10,mazepin,89.051,17,20,140.585
2021,10,mick_schumacher,88.738,18,19,140.616
2021,10,vettel,87.179,19,10,152.38
2021,11,ocon,76.653,1,8,106.903
2021,11,hamilton,75.419,2,1,106.942
2021,11,sainz,76.649,3,15,107.117
2021,11,alonso,76.715,4,9,107.126
2021,11,gasly,76.483,5,5,107.812
2021,11,tsunoda,77.919,6,16,107.986
2021,11,latifi,78.036,7,18,108.016
2021,11,russell,77.944,8,17,108.033
2021,11,max_verstappen,75.84,9,3,108.049
2021,11,raikkonen,77.564,10,13,108.699
2021,11,ricciardo,76.871,11,11,108.87
2021,11,giovinazzi,77.583,13,14,109.026
2021,11,vettel,76.75,20,10,106.929
2021,13,max_verstappen,68.885,1,1,75.075
2021,13,hamilton,68.923,2,2,75.366
2021,13,bottas,69.222,3,3,75.859
2021,13,gasly,69.478,4,4,76.298
2021,13,leclerc,69.527,5,5,76.369
2021,13,alonso,69.956,6,9,76.773
2021,13,sainz,69.537,7,6,76.801
2021,13,perez,70.53,8,16,76.81
2021,13,ocon,69.933,9,8,76.823
2021,13,norris,70.406,10,13,76.869
2021,13,ricciardo,70.166,11,10,77.047
2021,13,stroll,70.367,12,12,77.467
2021,13,vettel,70.731,13,17,77.499
2021,13,giovinazzi,69.59,14,7,77.617
2021,13,kubica,71.301,15,18,78.084
2021,13,latifi,71.161,16,14,78.111
2021,13,russell,70.332,17,11,78.192
2021,13,mick_schumacher,71.387,18,19,79.249
2021,13,tsunoda,71.314,19,15,78.264
2021,13,mazepin,71.875,20,20,79.204
2021,14,ricciardo,79.995,1,5,92.724
2021,14,norris,79.989,2,4,92.757
2021,14,bottas,79.555,3,1,92.817
2021,14,leclerc,80.51,4,8,92.862
2021,14,perez,80.611,5,9,92.794
2021,14,sainz,80.462,6,7,92.923
2021,14,stroll,81.02,7,12,93.022
2021,14,alonso,81.069,8,13,93.048
2021,14,russell,81.392,9,15,93.096
2021,14,ocon,81.103,10,14,93.118
2021,14,latifi,81.925,11,16,93.172
2021,14,vettel,80.913,12,11,93.188
2021,14,giovinazzi,80.808,13,10,93.237
2021,14,kubica,82.53,14,19,93.286
2021,14,mick_schumacher,82.248,15,18,93.688
2021,14,mazepin,82.716,16,20,95.954
2021,14,hamilton,79.651,17,2,87.689
2021,14,max_verstappen,79.966,18,3,88.55
2021,14,gasly,80.26,19,6,106.783
2021,15,hamilton,104.05,1,4,102.66
2021,15,sainz,102.51,3,2,103.839
2021,15,ricciardo,104.156,4,5,103.898
2021,15,bottas,104.71,5,7,103.935
2021,15,alonso,104.204,6,6,104.195
2021,15,norris,101.993,7,1,104.306
2021,15,raikkonen,109.586,8,16,104.339
2021,15,perez,105.337,9,9,104.36
2021,15,russell,102.983,10,3,104.558
2021,15,stroll,104.956,11,8,104.664
2021,15,vettel,106.573,12,11,104.659
2021,15,gasly,106.641,13,12,105.343
2021,15,ocon,105.865,14,10,105.591
2021,15,leclerc,108.47,15,15,105.743
